,A01_02_1FE,A02_01_1FE,A03_01_1FE,A04_01_1FE,A04_04_1FE,A05_01_1FE,A06_01_1FE,A07_01_1FE,A08_01_1FE,A09_01_1FE,A10_01_1FE,A10_02_1FE,A11_01_1FE,A13_01_1FE,A13_03_1FE,A14_01_1FE,A15_02_1FE,A19_01_1FE,A19_03_1FE,A20_01_1FE,A20_03_1FE,A22_01_1FE,A23_01_1FE,A24_02_1FE,A24_04_1FE,A25_01_1FE,A27_02_1FE,A28_02_1FE,A29_01_1FE,A32_01_1FE,A34_01_1FE,A34_02_1FE,A35_01_1FE,A36_01_1FE,A36_02_1FE,A39_01_1FE,A39_02_1FE,A39_04_1FE,A40_02_1FE,A41_01_1FE,A42_02_1FE,A43_02_1FE,A44_01_1FE,A45_02_1FE,A46_01_1FE,A46_02_1FE,A47_01_1FE,A47_02_1FE,A48_01_1FE,A48_05_1FE,A49_01_1FE,A53_01_1FE,A54_02_1FE,A55_01_1FE,A55_02_1FE,A56_01_1FE,A58_01_1FE,A58_03_1FE,A59_01_1FE,A62_01_1FE,A62_03_1FE,A66_02_1FE,A67_01_1FE,A68_01_1FE,A69_01_1FE,A69_02_1FE,A70_01_1FE,A70_03_1FE,A72_01_1FE,A72_02_1FE,A73_01_1FE,A75_02_1FE,A79_02_1FE,A81_01_1FE,A81_03_1FE,A82_02_1FE,A83_02_1FE,A85_01_1FE,A88_02_1FE,A89_01_1FE,A89_02_1FE,A90_03_1FE,A90_04_1FE,A91_01_1FE,A91_02_1FE,A92_01_1FE,A93_01_1FE,A94_01_1FE,A94_02_1FE,A94_03_1FE,A95_01_1FE,V01_01_1FE,V06_02_1FE,V07_01_2FE,V07_02_2FE,V12_01_2FE,V18_02_1FE,V19_01_2FE,V19_02_2FE,V30_01_1FE,V31_01_2FE,V32_02_2FE,V36_02_2FE,V40_01_1FE,V48_03_2FE,V50_01_1FE,V50_01_2FE,V50_02_1FE,V53_02_1FE,V54_01_1FE
A04_01_1FE__bin.4_00887,0,0,0,17,66,0,0,224,3,0,2,0,0,0,256,6,2218,0,0,6,437,82,0,0,4,0,4,153,3,27,331,0,17,0,108,0,0,0,0,61,0,0,4,2,18,3,0,10,0,0,1,61,1,1,6,124,0,0,2,0,4,0,5,0,0,1709,55,0,2,1,0,173,0,0,178,0,7,171,0,0,47,259,208,0,111,3,0,0,0,0,208,0,0,1,0,273,0,343,113,16,41,0,0,526,0,1,0,262,0,265
A04_01_1FE__bin.4_00892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,66,0,312,0,17,0,0,0,0,0,6,0,0,0,0,0,0,14,9,0,1,0,0,0,0,0,0,0,0,4
A04_01_1FE__bin.4_00899,3,0,0,0,7,0,0,0,0,2,0,2,0,0,71,0,1330,0,1,4,21,126,0,0,1,256,3,20,2,0,202,0,3,2,23,2,0,0,0,0,1,3,0,0,6,0,0,7,0,0,2,0,30,1,0,310,0,0,1,0,0,0,1,0,0,655,92,0,3,2,0,139,2,1,81,0,0,119,0,0,480,279,2138,0,158,0,0,0,1,1,0,0,0,0,0,766,0,0,58,0,6,0,0,257,0,0,0,0,0,29
A04_01_1FE__bin.4_00901,1,0,0,0,49,0,0,0,0,0,1,0,0,0,239,0,3316,0,2,1,237,351,0,1,0,546,1,161,0,1,458,0,27,1,141,0,1,0,0,0,1,0,0,11,10,0,0,8,0,0,0,0,68,1,2,698,0,0,0,0,1,0,3,0,0,1391,260,0,2,0,0,367,1,0,236,0,0,235,0,24,1039,608,4978,0,428,0,0,0,0,0,0,1,0,1,0,1495,0,0,203,0,47,0,0,704,0,0,0,0,0,190
A04_01_1FE__bin.4_00904,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0
A04_01_1FE__bin.4_00910,0,0,0,6,90,2,0,132,2,1,0,2,0,2,246,8,1102,0,0,4,90,364,0,0,3,275,2,19,0,336,50,0,2,0,47,1,0,0,0,222,0,0,3,0,13,3,2,13,1,0,1,8,30,2,0,172,0,0,0,2,0,0,2,2,1,258,55,0,2,3,0,112,1,0,109,0,2,158,2,0,326,149,1352,0,186,0,1,1,1,1,287,0,0,0,0,979,5,336,143,0,30,0,0,180,1,0,0,138,0,191
A04_01_1FE__bin.4_00914,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0
A04_01_1FE__bin.4_00920,2,0,0,0,13,0,0,150,0,0,0,0,0,0,143,10,2987,0,0,0,150,255,0,0,0,0,4,107,1,699,458,0,0,0,24,0,1,0,0,220,1,0,0,0,0,1,0,0,2,0,0,27,4,0,0,572,0,0,1,0,2,1,1,0,2,1606,214,2,1,0,0,235,0,1,81,0,1,168,0,14,1289,491,4073,0,328,0,0,1,0,1,114,0,0,0,0,1411,0,299,57,5,1,0,0,559,0,0,0,387,0,82
A04_01_1FE__bin.4_00925,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,101,0,0,0,0,21,0,161,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,294,0,0,0,0,0,4,0,0,2,27,0,0,579,2,0,0,0,1,0
A04_01_1FE__bin.4_00926,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,75,0,0,0,0,0,1,101,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,12,0,384,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,392,1,0,0,0,0,0
A04_01_1FE__bin.4_00927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
A04_01_1FE__bin.4_00931,0,0,0,0,10,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,12,25,0,0,0,15,0,3,0,350,8,0,10,0,20,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,34,0,0,1,0,0,7,0,0,0,39,161,0,1,0,0,6,0,1,0,0,0,1,0,0,59,333,151,0,31,0,0,2,0,0,7,0,0,0,0,113,0,1,1,1,2,0,0,285,0,0,0,98,0,22
A04_01_1FE__bin.4_00932,15,0,0,3,44,0,0,88,0,0,0,0,0,2,46,28,1028,0,0,0,139,60,1,13,0,72,4,47,1,158,74,1,0,2,39,1,0,1,62,69,0,2,1,1,2,0,0,0,0,0,73,198,10,121,0,153,0,0,1,6,1,5,0,0,61,252,45,9,3,2,46,146,0,11,49,0,0,41,0,1,223,123,776,0,79,0,0,2,249,9,62,30,1,1,1,283,1,98,45,39,12,0,33,123,0,0,1,87,21,45
A04_01_1FE__bin.4_00933,12,0,0,10,73,2,0,105,26,0,0,0,0,1,128,1,1923,0,0,0,170,130,0,1,0,250,4,91,2,369,197,0,3,3,55,1,1,0,66,118,0,1,0,2,8,6,0,1,1,0,74,223,66,127,3,325,35,0,1,0,3,4,2,2,87,684,118,5,5,0,35,324,0,29,114,0,14,133,2,3,448,298,2279,1,190,1,0,0,242,3,223,36,0,1,1,707,3,170,122,7,6,0,29,299,0,0,1,231,24,109
A04_01_1FE__bin.4_00934,29,0,0,0,76,0,0,145,5,0,0,0,36,0,98,1,1754,0,1,0,161,149,0,0,0,250,9,90,0,388,159,0,5,1,86,0,0,0,41,124,0,0,0,0,16,4,0,3,0,0,76,215,20,71,0,354,6,0,35,0,0,0,0,1,100,618,88,1,1,1,20,211,2,8,105,0,0,115,0,1,495,309,2123,1,185,0,5,2,173,4,168,26,0,1,0,662,0,130,105,18,3,0,43,271,0,1,0,246,29,122
A04_01_1FE__bin.4_00941,2,0,0,0,1,0,0,65,4,0,0,0,0,0,98,12,1572,0,0,0,174,205,0,1,0,358,0,121,1,451,354,0,0,1,53,0,0,0,0,132,0,0,1,0,2,2,0,0,0,0,0,60,25,0,0,336,0,0,0,1,0,1,0,1,2,964,157,0,1,0,0,219,0,0,146,0,2,160,1,0,825,290,3228,0,233,0,0,3,0,1,124,0,0,0,1,1147,5,219,124,0,7,0,0,390,0,0,0,301,0,40
A04_01_1FE__bin.4_00945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,8,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
A04_01_1FE__bin.4_00951,1,0,0,0,30,1,0,96,1,0,0,0,0,1,153,3,2263,0,2,0,207,233,0,0,3,0,0,25,1,748,325,0,0,1,81,1,4,0,0,198,0,0,0,0,3,0,0,0,1,1,6,26,30,0,4,478,0,0,2,0,2,2,0,2,2,974,144,1,3,1,0,274,2,3,64,0,0,156,0,0,822,398,2618,0,301,0,1,0,1,0,261,0,0,0,0,1049,0,373,86,1,2,0,0,439,0,0,0,652,0,40
A04_01_1FE__bin.4_00952,106,0,0,3,158,0,0,621,7,1,1,0,2,1,0,668,3250,1,3,17,458,0,2,3,9,116,0,548,2,539,925,0,182,3,565,0,1,0,4,247,0,1,0,121,80,194,1,20,1,7,3,864,269,0,437,0,4,0,96,2,2,22,1,2,4,4058,828,7,14,243,0,494,12,12,1159,1,3,0,1,75,2119,2374,13060,3,0,0,0,181,0,0,966,3,0,2,2,0,5,521,609,4,298,0,2,1732,0,0,0,840,29,797
A04_01_1FE__bin.4_00956,1,0,0,1,28,1,0,177,5,1,0,0,0,1,142,0,2649,0,0,0,171,232,0,1,0,464,2,153,0,771,380,0,4,1,90,0,0,0,0,227,0,1,0,0,19,6,0,2,0,0,1,14,18,0,0,537,0,0,1,0,1,0,4,0,0,1099,212,0,4,0,0,159,0,0,163,0,1,162,1,4,878,501,3633,0,316,0,0,0,0,0,229,0,0,0,0,1201,0,224,141,0,2,0,0,470,2,0,0,358,0,143
A04_01_1FE__bin.4_00961,1,0,0,0,88,1,0,129,0,0,0,0,0,0,180,0,1823,0,0,0,161,141,0,1,0,327,1,62,0,439,289,0,3,0,118,0,1,0,0,162,0,0,0,0,5,2,0,3,0,0,1,65,52,0,0,362,0,0,0,0,0,0,0,0,1,863,183,0,1,2,0,216,0,0,155,0,0,169,0,2,641,354,2665,0,243,0,0,1,0,0,152,2,0,0,0,832,1,189,94,9,5,0,0,350,0,0,0,275,0,124
A04_01_1FE__bin.4_00970,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,384,0,0,3,1,0,0,0,0,14,0,0,0,5,0,1,2,1,3,0,0,0,0,6,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,0,0,0,0,81,114,302,0,23,1,0,2,0,0,18,0,0,0,0,106,0,7,7,0,1,0,0,56,2,0,0,65,0,3
A04_01_1FE__bin.4_00971,0,0,0,0,1,0,0,4,0,0,0,0,0,0,22,7,108,0,0,0,32,9,0,0,1,42,1,6,0,87,36,0,0,2,3,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,52,0,0,0,0,0,0,0,0,0,107,11,0,2,0,0,5,1,0,13,0,2,1,0,0,58,32,228,0,39,0,0,3,0,0,9,0,0,0,0,100,0,15,7,2,0,0,0,28,0,0,0,25,0,18
A04_01_1FE__bin.4_00972,0,0,0,0,1,1,0,32,1,0,0,0,0,0,32,2,260,0,1,3,37,33,0,0,0,52,0,0,0,87,38,0,0,0,25,0,1,0,0,39,0,0,0,0,0,2,0,0,0,0,3,0,2,0,2,47,0,0,1,2,0,0,0,0,1,91,25,0,5,2,0,9,0,0,10,0,0,12,0,0,74,54,286,0,57,0,0,0,0,0,33,0,0,0,0,149,0,18,15,3,0,0,0,51,1,0,0,20,0,20
A04_01_1FE__bin.4_00973,6,0,0,1,78,0,0,151,0,0,0,0,0,0,78,11,3114,0,0,0,297,315,0,0,1,751,0,180,1,1022,469,0,0,1,191,0,2,0,0,452,1,0,0,0,3,1,0,2,0,0,0,33,14,0,1,926,0,0,0,0,0,0,2,0,2,1487,341,0,8,0,0,187,0,0,212,0,1,371,0,4,943,741,3735,0,706,0,0,2,0,1,459,0,0,0,0,2028,1,318,250,1,1,0,0,384,2,0,0,330,0,223
A04_01_1FE__bin.4_00974,0,0,0,0,3,0,0,7,0,1,0,0,0,0,4,0,86,0,0,0,16,13,0,0,0,12,0,9,0,20,18,0,0,0,2,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,4,0,0,2,0,0,5,0,0,26,10,83,0,19,0,0,0,0,0,7,0,0,0,0,36,0,13,4,0,0,0,0,20,0,0,0,12,0,1
A04_01_1FE__bin.4_00980,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
A04_01_1FE__bin.4_00984,0,0,0,1,46,0,0,182,0,0,0,0,0,0,270,0,2744,0,1,2,203,351,0,0,0,554,0,188,0,0,457,0,9,0,65,0,0,0,0,246,0,0,0,9,3,1,0,4,0,0,1,109,27,0,2,472,0,0,0,2,0,2,2,0,2,1234,281,1,3,0,0,282,0,1,221,0,1,230,0,25,1001,497,3853,0,391,1,0,0,1,0,0,0,0,0,0,712,10,312,163,1,15,0,0,613,0,0,0,316,1,178
A04_01_1FE__bin.4_00985,0,0,0,8,27,0,0,33,0,0,0,0,0,0,78,0,12,0,0,0,88,58,0,5,0,167,3,0,7,36,52,0,0,5,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,282,0,0,0,0,0,0,5,0,0,246,108,0,0,0,0,10,4,0,19,0,1,159,0,0,340,279,1336,0,584,2,0,0,0,0,14,1,0,0,0,372,4,96,55,0,0,0,0,0,0,0,0,0,0,105
A04_01_1FE__bin.4_00986,0,0,0,22,86,1,0,210,3,0,1,0,0,0,150,4,1857,0,0,1,511,268,0,5,0,298,0,60,7,387,371,0,37,0,73,0,0,0,0,431,2,0,4,5,2,7,0,9,6,0,0,34,51,0,6,368,0,0,3,2,3,0,5,0,1,1681,161,0,10,3,0,165,3,1,166,0,0,219,0,0,600,439,2420,0,532,0,0,0,0,0,94,1,0,0,2,1452,1,139,137,7,11,0,0,479,2,0,0,82,2,226
A04_01_1FE__bin.4_00987,0,0,0,2,22,0,0,135,0,0,0,0,0,0,0,1,2390,0,1,0,205,230,1,0,3,408,0,67,0,627,353,0,1,1,65,0,0,0,0,231,0,0,0,0,2,4,0,0,0,0,3,39,10,0,0,384,0,0,0,2,0,0,0,1,0,1300,193,1,3,0,0,207,0,2,150,0,13,226,0,0,765,373,3248,0,295,4,1,0,0,0,166,0,0,1,0,262,1,204,126,1,0,0,0,473,0,0,0,304,0,108
A04_01_1FE__bin.4_00989,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,225,0,0,0,1,24,0,0,0,44,0,8,0,77,37,0,1,0,6,0,0,0,0,18,0,0,0,0,0,0,0,1,1,0,2,5,0,0,0,68,0,0,0,0,0,0,0,0,0,95,14,0,0,1,0,18,0,0,17,0,0,13,0,0,85,19,385,0,27,0,0,1,0,0,15,0,0,0,0,89,0,17,6,0,0,0,0,34,0,0,0,31,0,12
A04_01_1FE__bin.4_00995,0,0,1,0,16,0,0,80,0,0,0,0,0,0,56,0,849,0,2,1,54,72,0,1,0,126,0,24,0,240,110,0,6,0,56,0,0,0,0,63,0,0,0,0,5,0,0,0,0,0,1,7,13,0,0,188,0,0,3,0,0,0,1,0,0,404,57,0,1,0,0,64,0,0,61,0,0,46,0,0,281,103,1080,0,98,0,0,1,0,0,89,0,0,1,0,389,0,86,36,1,0,0,0,166,0,0,0,99,0,62
A04_01_1FE__bin.4_00996,0,0,0,0,0,0,0,10,1,0,0,0,0,0,27,0,277,0,0,0,21,27,0,0,0,51,0,7,0,89,26,0,0,0,6,0,0,0,0,25,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,6,0,0,0,0,1,4,0,0,64,72,169,0,48,0,0,0,0,0,17,0,0,0,0,101,0,14,0,1,0,0,0,45,0,0,0,16,0,17
A04_01_1FE__bin.4_01002,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,107,0,2,1,333,1,1,0,415,2,0,0,0,0,0,2,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,195,0,0,3,0,5,0,0,0,531,0,2228,0,72,1,0,0,0,0,94,0,0,0,0,134,2,153,122,0,3,0,0,428,0,0,0,249,0,169
A04_01_1FE__bin.4_01004,50,0,0,0,8,1,0,43,0,0,0,0,0,0,34,4,1045,0,0,1,212,71,0,1,59,105,0,25,0,340,189,0,0,1,65,0,0,0,156,89,0,0,0,0,0,1,0,1,0,0,127,41,12,0,1,242,0,0,1,0,0,0,0,0,147,739,79,0,3,0,0,146,0,0,102,0,0,106,0,0,269,269,1158,0,146,0,0,12,0,4,78,22,0,0,0,362,0,89,109,1,0,0,16,140,1,0,0,187,56,57
A04_01_1FE__bin.4_01005,0,0,0,3,0,0,0,91,0,0,0,0,0,0,0,0,267,0,0,0,226,14,0,0,2,9,1,80,0,406,318,0,0,0,9,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,70,0,0,3,326,0,0,0,0,0,0,0,0,0,1475,44,0,0,0,0,19,0,0,93,0,2,94,0,0,0,291,1515,0,410,0,0,0,0,0,5,0,0,0,0,773,0,53,125,4,0,0,0,99,0,0,0,237,0,140
A04_01_1FE__bin.4_01006,1,0,0,0,0,0,0,63,0,0,0,1,0,0,96,0,975,0,2,0,129,89,0,1,0,234,1,0,0,0,0,0,3,0,51,0,1,0,0,170,0,0,0,3,15,2,0,0,0,0,0,35,10,0,0,0,0,0,0,0,2,2,2,0,0,0,16,0,2,0,0,159,0,0,3,0,0,33,0,0,325,78,39,0,0,0,0,0,0,1,84,0,0,0,0,9,0,58,101,0,3,0,0,333,0,0,0,219,0,0
A04_01_1FE__bin.4_01007,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,0,396,0,0,0,55,37,0,0,1,0,0,10,0,71,48,0,0,0,13,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,44,0,0,0,0,0,0,0,0,0,220,0,1,1,0,0,15,0,0,10,0,0,0,0,0,71,0,235,0,27,0,0,1,0,0,22,0,1,0,0,110,0,0,24,0,1,0,0,39,0,0,0,52,0,27
A04_01_1FE__bin.4_01009,0,0,0,0,2,0,0,86,0,0,0,0,0,0,0,0,1126,0,0,0,74,120,0,0,0,148,0,57,0,250,108,0,5,1,72,0,1,0,0,55,0,0,0,1,8,0,0,1,0,0,0,35,3,0,0,151,0,0,0,1,0,0,0,0,0,482,72,0,0,0,0,112,0,0,59,0,0,70,0,2,337,182,1371,0,90,0,0,0,0,0,26,0,0,0,0,395,0,70,39,7,0,0,0,210,0,0,0,55,0,72
A04_01_1FE__bin.4_01017,0,1,0,0,0,0,0,38,0,2,0,0,0,0,0,0,1085,0,0,0,78,141,0,0,0,369,0,43,0,128,109,0,5,0,18,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,50,3,0,0,72,0,0,0,0,0,0,0,0,0,327,99,1,0,0,0,13,0,0,38,0,0,0,0,0,407,192,1655,0,0,0,0,0,0,0,45,0,0,0,0,419,0,120,86,0,0,0,0,0,0,0,0,113,0,0
A04_01_1FE__bin.4_01034,0,0,0,0,3,0,0,8,0,1,0,0,0,0,0,0,184,0,0,0,0,10,0,0,0,17,0,1,0,48,20,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,47,26,0,0,0,0,33,0,0,22,0,0,1,0,0,64,28,246,0,17,0,0,1,0,0,13,0,0,0,0,92,0,17,5,0,0,0,0,30,1,0,0,26,0,4
A04_01_1FE__bin.4_01035,0,1,0,0,0,0,0,53,0,0,0,0,0,0,20,0,334,0,0,0,16,64,0,0,1,89,0,33,0,30,34,0,0,1,43,0,0,0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,1,0,0,0,110,25,0,2,0,0,69,0,0,35,0,1,0,0,0,210,138,453,0,85,0,0,1,1,2,58,0,0,1,0,276,0,49,0,1,9,0,0,89,0,0,0,81,0,25
A04_01_1FE__bin.4_01038,10,1,2,22,114,2,0,351,5,2,0,2,1,2,346,10,3809,0,2,13,285,406,0,6,4,602,7,154,1,1246,435,0,18,5,182,1,3,0,0,426,1,0,4,9,50,10,4,42,5,1,1,82,37,1,19,748,0,0,3,3,1,4,10,0,5,1476,269,4,9,10,0,140,3,1,139,1,11,197,3,18,888,785,4245,0,621,0,0,1,0,1,439,0,0,2,1,1554,16,353,242,28,67,0,0,776,3,1,0,386,7,327
A04_01_1FE__bin.4_01039,0,0,0,0,71,1,0,185,1,2,0,1,0,0,190,2,2155,0,0,0,210,281,0,1,1,396,0,169,2,603,321,0,3,1,92,0,0,2,0,211,0,0,0,5,34,1,0,1,0,0,1,71,51,1,2,370,0,0,0,0,1,0,1,0,0,983,168,2,8,1,0,229,2,0,182,0,1,187,1,0,620,381,2747,0,334,0,0,0,0,0,262,0,0,0,0,1031,0,223,128,2,7,0,0,435,0,0,0,277,1,149
A04_01_1FE__bin.4_01040,0,0,0,0,2,0,0,0,1,0,0,0,0,0,40,0,848,0,0,0,69,81,0,0,0,115,0,33,0,260,110,0,0,1,17,0,0,0,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,0,0,0,2,0,0,0,0,0,333,0,0,1,5,0,31,0,0,0,0,0,15,0,0,0,0,1100,0,98,0,0,0,0,0,96,0,0,0,0,0,1,56,58,1,4,0,0,150,0,0,0,122,0,57
A04_01_1FE__bin.4_01041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
A04_01_1FE__bin.4_01058,3,0,0,40,0,0,0,0,3,0,0,0,0,0,221,9,1055,0,0,4,0,0,0,1,1,0,0,44,2,0,130,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,8,0,0,0,0,0,0,4,1,0,0,681,0,5,0,13,0,3,0,0,42,0,0,0,2,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,23,4,113,0,0,0,0,0,0,97,2,0
A04_01_1FE__bin.4_01060,5,0,0,3,6,0,0,44,3,0,0,0,0,2,33,0,1688,0,3,4,140,160,0,0,2,283,2,86,2,456,242,0,1,0,34,0,0,0,0,115,1,0,2,6,4,5,0,6,0,0,2,49,6,0,2,369,0,0,3,1,0,4,1,0,3,995,117,0,4,3,0,154,1,1,140,0,1,117,2,0,658,311,2632,0,212,0,0,3,0,0,91,0,0,0,0,730,8,199,75,2,6,0,0,344,0,0,0,266,0,134
A04_01_1FE__bin.4_01063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,21,0,0,74,45,326,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,0,0,32,0,0,0,0,0,13
A04_01_1FE__bin.4_01064,1,0,0,1,0,0,0,50,0,0,1,0,0,2,21,2,190,0,0,1,54,31,0,0,1,101,0,40,0,119,69,0,3,0,0,0,0,0,0,51,2,0,0,1,2,0,2,2,0,0,0,3,0,0,1,86,0,0,0,0,0,0,0,0,1,254,22,0,6,1,0,22,0,0,9,0,0,34,0,1,76,58,314,0,63,0,1,0,0,0,0,0,0,1,0,250,3,38,25,4,1,0,0,114,0,0,0,38,1,38
A04_01_1FE__bin.4_01067,0,0,0,1,13,0,0,77,0,0,0,0,0,1,104,1,1904,0,0,0,134,171,0,1,0,357,2,115,0,410,217,0,0,1,72,0,0,0,0,178,2,0,0,7,2,2,0,1,0,0,1,23,16,0,0,315,0,0,0,1,0,0,0,2,0,727,118,0,0,0,0,201,0,0,115,0,0,120,0,6,612,328,2541,0,249,0,0,0,0,0,160,0,0,0,0,1003,0,168,102,0,0,0,0,395,0,0,0,220,0,88
A04_01_1FE__bin.4_01072,1,0,0,0,45,0,0,108,1,0,0,0,0,0,120,4,1336,0,0,1,168,134,0,0,0,247,0,8,0,353,218,0,1,0,21,0,0,0,0,198,0,0,2,1,0,1,0,1,0,0,0,1,11,0,6,185,0,0,0,0,0,4,0,1,2,687,74,1,1,1,0,78,2,0,78,0,1,54,0,0,396,202,1501,0,208,0,0,1,0,0,38,0,0,1,0,682,0,155,54,1,1,0,0,359,1,1,0,122,0,113
A04_01_1FE__bin.4_01073,9,0,0,4,48,1,0,207,11,0,0,0,0,0,289,10,2881,0,0,1,469,296,0,7,3,532,0,119,6,791,481,0,11,0,159,0,0,0,0,301,4,0,5,12,24,6,1,7,0,3,8,16,27,1,6,441,0,0,3,1,0,10,6,0,1,1701,237,5,5,2,0,355,8,1,224,0,0,239,3,0,953,507,3575,0,530,6,0,1,0,0,229,0,0,1,0,1689,19,353,217,4,13,0,0,661,4,0,0,338,5,230
